base_municipality,detected_category,depth,title,url,source_page_title,source_page_url,error
品川区,building_guidance,2,9999_ 越境した木の枝の切取りルールの改正について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/20250902093556.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,9999_ 品川区の居住支援について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/20251022111445.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,51_ 地区計画の認定申請について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000000263.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,361_ 新築・増改築等のときは確認申請を,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000001162.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,371_ 新築・増改築時の住居表示の届け出について　※同一敷地内での建替も届け出が必要,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000001163.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,281_ 建築確認申請前に行っていただく主な手続,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000001483.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,431_ 東京都地域住宅計画,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000003358.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,441_ 長期優良住宅について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000008314.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,71_ 建築課で発行する各種証明書の郵送請求について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000008543.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,451_ 住宅用家屋証明,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000008795.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,491_ 指定道路図（建築基準法上の道路種別）,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000016085.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,501_ 平成23年度品川区住宅市場動向基礎調査報告書,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000016868.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,131_ 低炭素建築物関係,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000020165.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,541_ 品川区の空き家対策,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000025056.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,541_ 住宅確保要配慮者入居促進事業,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg00002511.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,362_ 特定建築基準適合判定資格者（ルート2建築主事）の設置について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000025423.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,551_ 「建築基準法の一部を改正する法律」についてのお知らせ,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000025428.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,581_ 空き家および低未利用土地等に関する税制措置,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000029857.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,1_ コンクリートブロック塀等安全化支援について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000031082.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,621_ 半地下家屋や地下室では浸水被害に注意,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000031278.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,631_ 建築物省エネ法に基づく適合性判定,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000031369.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,651_ 平成28年度品川区分譲マンション実態調査報告書,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000031529.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,スマホ表示,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html#,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,PAGE TOPへ,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html#contents,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,本文へ移動します。,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html#jump,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,391_ 住宅関係の融資あっ旋・助成,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/kankyo-kenchiku-assen/index.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,591_ がけ擁壁安全化支援,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/kankyo-kenchiku-gakeyouheki/index.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,401_ 高齢者の住宅,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/kankyo-kenchiku-koureisya/index.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,381_ 区営・区民住宅など公的住宅,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/kankyo-kenchiku-koutekizyutaku/index.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,61_ 建築のてびき,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/kankyo-kenchiku-tebiki/index.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,9999_ 建築計画概要書・台帳記載事項証明の閲覧・交付について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/kisaizikousyoumei.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,building_guidance,2,品川区居住支援協議会の開催状況,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/kyojushien/20240227161843.html,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/index.html,
品川区,building_guidance,2,区有建築物等におけるCO2排出量削減の取り組みについて,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-shisetsu/shisetsu-ZEB/20221208192444.html,環境,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kankyo/index.html,
品川区,building_guidance,2,1181_ 建築紛争の予防と調整等（中高層建築物の建築、解体工事、建築審査会、調停委員会）,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-hunnsouyobou/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,building_guidance,2,1191_ 開発環境指導要綱関係（宅地の区画割、中高層建築物、ワンルーム建築物、葬祭場等）,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-sidouyoukou/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,building_guidance,2,建築課,https://www.city.shinagawa.tokyo.jp/PC/kuseizyoho/kuseizyoho-soshikitoshigoto/hpg000008187.html,組織と仕事・お問い合わせ,https://www.city.shinagawa.tokyo.jp/PC/kuseizyoho/kuseizyoho-soshikitoshigoto/index.html,
品川区,district_plan,1,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/#,公式トップ,https://www.city.shinagawa.tokyo.jp/,
品川区,district_plan,1,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/index.html,公式トップ,https://www.city.shinagawa.tokyo.jp/,
品川区,district_plan,1,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,公式トップ,https://www.city.shinagawa.tokyo.jp/,
品川区,district_plan,1,図書館,https://www.city.shinagawa.tokyo.jp/PC/kuseizyoho/kuseizyoho-soshikitoshigoto/hpg000008198.html,公式トップ,https://www.city.shinagawa.tokyo.jp/,
品川区,district_plan,1,組織と仕事・お問い合わせ,https://www.city.shinagawa.tokyo.jp/PC/kuseizyoho/kuseizyoho-soshikitoshigoto/index.html,公式トップ,https://www.city.shinagawa.tokyo.jp/,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai-bohan/index.html#,防犯,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai-bohan/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai-kotuanzen/index.html#,交通安全,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai-kotuanzen/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai-syohiseikatsu/index.html#,消費生活,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai-syohiseikatsu/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai-zitensyataisaku/index.html#,自転車対策,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai-zitensyataisaku/index.html,
品川区,district_plan,2,品川区地域初期消火対策施設整備要綱および要領,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai2/bousaikeikaku/20201029134713.html,防災,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai2/index.html,
品川区,district_plan,2,条例・計画等,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai2/bousaikeikaku/index.html,防災,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai2/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai2/index.html#,防災,https://www.city.shinagawa.tokyo.jp/PC/bosai/bosai2/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/bosai/hpg000031986.html#,品川区シェアサイクル事業,https://www.city.shinagawa.tokyo.jp/PC/bosai/hpg000031986.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/bosai/index.html#,防災 くらしの安全,https://www.city.shinagawa.tokyo.jp/PC/bosai/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/index.html#,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/index.html,
品川区,district_plan,2,9999_ しながわ景観美化隊（違反広告物除却協力員）に関すること,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-doro/20190621161846.html,道路,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-doro/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-doro/index.html#,道路,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-doro/index.html,
品川区,district_plan,2,9999_ 品川区舗装修繕計画,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-doro/shinagawahosousyuzenkeikaku2021.html,道路,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-doro/index.html,
品川区,district_plan,2,品川区一般廃棄物処理基本計画（第四次）,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/gomi-soshiki/gomi-soshiki-keikaku/hpg000019232.html,ごみ・リサイクル,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/index.html#,ごみ・リサイクル,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-gomi/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kankyo/index.html#,環境,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kankyo/index.html,
品川区,district_plan,2,501_ 環境計画・環境マネジメントシステム,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kankyo/kankyo-kankyo-keikaku/index.html,環境,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kankyo/index.html,
品川区,district_plan,2,51_ 地区計画の認定申請について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/hpg000000263.html,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html#,建築・住宅関連,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-kenchiku/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-mizube/index.html#,水辺・下水道,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-mizube/index.html,
品川区,district_plan,2,9999_ しながわ花海道の都市計画決定について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-park/20230707154953.html,公園,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-park/index.html,
品川区,district_plan,2,9999_ グリーンインフラのまちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-park/20260406163155.html,公園,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-park/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-park/index.html#,公園,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-park/index.html,
品川区,district_plan,2,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-shisetsu/index.html#,区施設整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-shisetsu/index.html,
品川区,district_plan,2,9999_ 屋外広告物許可申請の手続き,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20181130175438.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,9999_ しながわのまちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20210128141435.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,9999_ 戸越六丁目地区地区計画について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20210219092120.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,コミュニティバス「しなバス」,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20211220205530.html,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/index.html,
品川区,district_plan,2,9999_ 事業予定地の土地の有償譲渡の届出について（小山三丁目第1地区、小山三丁目第2地区）,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20220629160811.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1231_ 品川区自転車活用推進計画について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20221208211137.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,9999_ 大井・西大井地区防災まちづくりについて,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20231128094516.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,11_ 宅地造成及び特定盛土等規制法（盛土規制法）に基づく宅地造成等工事許可など,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20240227150703.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,9999_ 市街地再開発事業の状況,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20250204142521.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,9999_ 事業予定地の土地の有償譲渡の届出について（戸越公園駅北地区第一種市街地再開発事業）,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20250204161422.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,9999_ 「東京における都市計画道路の整備方針（仮称） 中間のまとめ」の公表について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20250723110434.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1222_ 土地区画整理事業、市街地再開発事業、防災街区整備事業,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20250728160642.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,9999_ 西品川二・三丁目地区地区計画について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20251014165418.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,9999_ 小山台一丁目地区防災街区整備地区計画について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20251111103608.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,9999_ 「東京における都市計画道路の整備方針（案）」の公表について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20251216143714.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,9999_ 戸越六丁目18･20番東地区防災街区整備事業組合設立認可に係る事業計画の縦覧について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/20260424164817.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,羽田空港の機能強化について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/haneda/hpg000023398.html,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/index.html,
品川区,district_plan,2,51_ 羽田空港の新飛行経路について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/haneda/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1081_ あなたの土地は地球のどこにありますか,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/hpg000001155.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1091_ 環境の届け出,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/hpg000001330.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1161_ 区役所第二駐車場内で、遮熱塗装工事による路面の温度低減効果を確認しました,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/hpg000012547.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1171_ 東海道貨物支線貨客併用化,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/hpg000015256.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1201_ 沿道の整備事業のご案内,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/hpg000017297.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1221_ 地域地区・地区計画等,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/hpg000019087.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1231_ 品川区地域交通検討会（令和2年に「品川区地域公共交通会議」に移行）,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/hpg000021818.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1231_ 品川区地域公共交通会議,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/hpg000021819.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1361_ 「東京における都市計画道路の整備方針」について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/hpg000027802.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,スマホ表示,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html#,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,PAGE TOPへ,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html#contents,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,本文へ移動します。,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html#jump,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1181_ 建築紛争の予防と調整等（中高層建築物の建築、解体工事、建築審査会、調停委員会）,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-hunnsouyobou/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1111_ 都市計画法に基づく開発許可、土砂災害防止法に基づく特定開発許可,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-kaihatsukyoka/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1371_ 特定整備路線沿道の都市計画変更について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-keikakuhenkou/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1141_ 品川区景観計画について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-keikankeikaku/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,20_ 品川区まちづくりマスタープラン,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-masterplan/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,令和7年　大井町駅前中央通り社会実験,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-project/202510251114.html,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/index.html,
品川区,district_plan,2,1071_ プロジェクト,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-project/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,不燃化特区支援制度の事業延伸について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-shien/20210114142924.html,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/index.html,
品川区,district_plan,2,1051_ まちづくりの支援,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-shien/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,都市防災不燃化促進事業　助成額について,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-shien/kankyo-toshiseibi-shien-hunenkasokushin/20190913101924.html,環境 まちづくり,https://www.city.shinagawa.tokyo.jp/PC/kankyo/index.html,
品川区,district_plan,2,1061_ 市街地整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-shigaichi/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
品川区,district_plan,2,1191_ 開発環境指導要綱関係（宅地の区画割、中高層建築物、ワンルーム建築物、葬祭場等）,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/kankyo-toshiseibi-sidouyoukou/index.html,都市整備,https://www.city.shinagawa.tokyo.jp/PC/kankyo/kankyo-toshiseibi/index.html,
